speed,occ,flow,station_id,timestamp,is_incident,speed_smoothed,occ_smoothed
58.7,0.0806,446.0,312865,2016-06-26 13:50:00,0,58.7,0.0806
59.4,0.0811,447.0,312865,2016-06-26 13:55:00,0,58.80500000000001,0.080675
59.4,0.0759,413.0,312865,2016-06-26 14:00:00,0,58.89425,0.07995875
59.0,0.0776,417.0,312865,2016-06-26 14:05:00,0,58.9101125,0.07960493749999999
57.9,0.0849,442.0,312865,2016-06-26 14:10:00,0,58.758595625,0.08039919687499998
59.7,0.0802,453.0,312865,2016-06-26 14:15:00,0,58.899806281249994,0.08036931734374998
59.9,0.0783,430.0,312865,2016-06-26 14:20:00,0,59.04983533906249,0.08005891974218748
59.6,0.0783,426.0,312865,2016-06-26 14:25:00,0,59.13236003820311,0.07979508178085937
58.7,0.0806,420.0,312865,2016-06-26 14:30:00,0,59.06750603247264,0.07991581951373046
59.3,0.0783,432.0,312865,2016-06-26 14:35:00,0,59.10238012760175,0.07967344658667089
58.6,0.0804,424.0,312865,2016-06-26 14:40:00,0,59.027023108461485,0.07978242959867025
57.5,0.0829,422.0,312865,2016-06-26 14:45:00,0,58.797969642192264,0.08025006515886972
57.4,0.081,425.0,312865,2016-06-26 14:50:00,0,58.58827419586342,0.08036255538503925
57.9,0.0781,420.0,312865,2016-06-26 14:55:00,0,58.48503306648391,0.08002317207728336
58.1,0.0751,401.0,312865,2016-06-26 15:00:00,0,58.427278106511324,0.07928469626569086
59.4,0.0767,424.0,312865,2016-06-26 15:05:00,0,58.57318639053463,0.07889699182583723
59.3,0.0802,431.0,312865,2016-06-26 15:10:00,0,58.682208431954436,0.07909244305196164
58.2,0.0802,418.0,312865,2016-06-26 15:15:00,0,58.60987716716127,0.0792585765941674
58.2,0.0751,398.0,312865,2016-06-26 15:20:00,0,58.548395592087076,0.07863479010504228
59.6,0.0767,427.0,312865,2016-06-26 15:25:00,0,58.70613625327401,0.07834457158928594
60.7,0.0709,403.0,312865,2016-06-26 15:30:00,0,59.00521581528291,0.07722788585089306
57.7,0.0883,439.0,312865,2016-06-26 15:35:00,0,58.809433442990475,0.07888870297325909
58.9,0.0758,415.0,312865,2016-06-26 15:40:00,0,58.8230184265419,0.07842539752727024
59.2,0.0713,390.0,312865,2016-06-26 15:45:00,0,58.879565662560616,0.07735658789817969
59.3,0.0788,428.0,312865,2016-06-26 15:50:00,0,58.94263081317652,0.07757309971345273
60.9,0.0596,344.0,312865,2016-06-26 15:55:00,0,59.23623619120004,0.07487713475643483
59.2,0.0633,330.0,312865,2016-06-26 16:00:00,0,59.23080076252004,0.0731405645429696
60.4,0.0632,356.0,312865,2016-06-26 16:05:00,0,59.406180648142026,0.07164947986152416
62.1,0.0574,337.0,312865,2016-06-26 16:10:00,0,59.81025355092072,0.06951205788229553
61.0,0.081,446.0,312865,2016-06-26 16:15:00,0,59.98871551828261,0.0712352491999512
62.1,0.0685,393.0,312865,2016-06-26 16:20:00,0,60.30540819054021,0.07082496181995852
60.3,0.0743,401.0,312865,2016-06-26 16:25:00,0,60.304596961959184,0.07134621754696474
62.7,0.0652,384.0,312865,2016-06-26 16:30:00,0,60.66390741766531,0.07042428491492003
62.1,0.0703,397.0,312865,2016-06-26 16:35:00,0,60.87932130501551,0.07040564217768203
61.4,0.079,437.0,312865,2016-06-26 16:40:00,0,60.95742310926318,0.07169479585102972
64.7,0.0546,340.0,312865,2016-06-26 16:45:00,0,61.5188096428737,0.06913057647337527
64.7,0.0635,370.0,312865,2016-06-26 16:50:00,0,61.99598819644264,0.06828599000236898
63.9,0.0653,375.0,312865,2016-06-26 16:55:00,0,62.28158996697624,0.06783809150201364
64.9,0.0623,370.0,312865,2016-06-26 17:00:00,0,62.6743514719298,0.06700737777671159
64.4,0.0612,357.0,312865,2016-06-26 17:05:00,0,62.93319875114034,0.06613627111020484
62.9,0.0697,385.0,312865,2016-06-26 17:10:00,0,62.928218938469286,0.06667083044367411
64.4,0.0614,368.0,312865,2016-06-26 17:15:00,0,63.148986097698895,0.065880205877123
63.7,0.0641,369.0,312865,2016-06-26 17:20:00,0,63.23163818304406,0.06561317499555455
64.4,0.0563,334.0,312865,2016-06-26 17:25:00,0,63.40689245558745,0.06421619874622136
66.2,0.051,315.0,312865,2016-06-26 17:30:00,0,63.825858587249336,0.062233768934288156
66.4,0.0598,360.0,312865,2016-06-26 17:35:00,0,64.21197979916194,0.06186870359414493
64.2,0.0598,338.0,312865,2016-06-26 17:40:00,0,64.21018282928765,0.06155839805502319
66.1,0.0514,320.0,312865,2016-06-26 17:45:00,0,64.4936554048945,0.06003463834676971
65.4,0.0527,305.0,312865,2016-06-26 17:50:00,0,64.62960709416032,0.05893444259475425
64.3,0.0504,287.0,312865,2016-06-26 17:55:00,0,64.58016603003627,0.05765427620554111
62.8,0.0532,295.0,312865,2016-06-26 18:00:00,0,64.31314112553082,0.05698613477470994
63.7,0.0469,273.0,312865,2016-06-26 18:05:00,0,64.2211699567012,0.05547321455850345
64.7,0.0563,331.0,312865,2016-06-26 18:10:00,0,64.29299446319602,0.05559723237472793
65.0,0.0507,299.0,312865,2016-06-26 18:15:00,0,64.39904529371663,0.05486264751851874
67.4,0.04,254.0,312865,2016-06-26 18:20:00,0,64.84918849965914,0.052633250390740925
64.2,0.0574,320.0,312865,2016-06-26 18:25:00,0,64.75181022471027,0.05334826283212978
66.4,0.0449,278.0,312865,2016-06-26 18:30:00,0,64.99903869100373,0.052081023407310315
67.2,0.0438,269.0,312865,2016-06-26 18:35:00,0,65.32918288735317,0.050838869896213765
66.4,0.0494,294.0,312865,2016-06-26 18:40:00,0,65.48980545425019,0.0506230394117817
64.9,0.0422,241.0,312865,2016-06-26 18:45:00,0,65.40133463611267,0.049359583500014445
64.1,0.0534,306.0,312865,2016-06-26 18:50:00,0,65.20613444069576,0.04996564597501228
