speed,occ,flow,station_id,timestamp,is_incident,speed_smoothed,occ_smoothed
68.9,0.0513,310.0,319016,2016-02-15 12:20:00,0,68.9,0.0513
70.0,0.0539,344.0,319016,2016-02-15 12:25:00,0,69.065,0.05169
70.5,0.0484,307.0,319016,2016-02-15 12:30:00,0,69.28025,0.05119649999999999
70.3,0.0478,300.0,319016,2016-02-15 12:35:00,0,69.4332125,0.050687025
68.6,0.0494,294.0,319016,2016-02-15 12:40:00,0,69.308230625,0.05049397125
68.1,0.0495,297.0,319016,2016-02-15 12:45:00,0,69.12699603124999,0.050344875562499995
68.8,0.0549,341.0,319016,2016-02-15 12:50:00,0,69.07794662656248,0.051028144228124996
68.7,0.0495,303.0,319016,2016-02-15 12:55:00,0,69.0212546325781,0.05079892259390625
69.4,0.0488,308.0,319016,2016-02-15 13:00:00,0,69.07806643769139,0.050499084204820306
68.5,0.0481,291.0,319016,2016-02-15 13:05:00,0,68.99135647203768,0.05013922157409726
67.7,0.0515,314.0,319016,2016-02-15 13:10:00,0,68.79765300123202,0.05034333833798267
67.2,0.0518,309.0,319016,2016-02-15 13:15:00,0,68.55800505104722,0.05056183758728527
67.5,0.0498,306.0,319016,2016-02-15 13:20:00,0,68.39930429339013,0.050447561949192476
67.3,0.048,289.0,319016,2016-02-15 13:25:00,0,68.2344086493816,0.0500804276568136
68.0,0.0564,351.0,319016,2016-02-15 13:30:00,0,68.19924735197436,0.051028363508291555
67.9,0.0539,332.0,319016,2016-02-15 13:35:00,0,68.15436024917821,0.05145910898204782
68.1,0.0514,315.0,319016,2016-02-15 13:40:00,0,68.14620621180148,0.05145024263474065
67.9,0.0534,326.0,319016,2016-02-15 13:45:00,0,68.10927528003126,0.05174270623952955
67.8,0.0488,295.0,319016,2016-02-15 13:50:00,0,68.06288398802657,0.05130130030360012
67.0,0.0491,289.0,319016,2016-02-15 13:55:00,0,67.90345138982258,0.0509711052580601
66.1,0.0533,326.0,319016,2016-02-15 14:00:00,0,67.63293368134919,0.05132043946935108
65.8,0.05,305.0,319016,2016-02-15 14:05:00,0,67.3579936291468,0.05112237354894842
66.6,0.0485,305.0,319016,2016-02-15 14:10:00,0,67.24429458477478,0.05072901751660616
67.0,0.0505,318.0,319016,2016-02-15 14:15:00,0,67.20765039705856,0.05069466488911523
66.5,0.0553,339.0,319016,2016-02-15 14:20:00,0,67.10150283749977,0.05138546515574795
67.8,0.0461,299.0,319016,2016-02-15 14:25:00,0,67.2062774118748,0.050592645382385754
67.4,0.0519,323.0,319016,2016-02-15 14:30:00,0,67.23533580009358,0.05078874857502789
66.9,0.0475,295.0,319016,2016-02-15 14:35:00,0,67.18503543007954,0.050295436288773705
67.8,0.045,289.0,319016,2016-02-15 14:40:00,0,67.2772801155676,0.049501120845457644
67.9,0.0446,284.0,319016,2016-02-15 14:45:00,0,67.37068809823246,0.048765952718639
67.3,0.0489,304.0,319016,2016-02-15 14:50:00,0,67.36008488349759,0.04878605981084315
66.7,0.049,302.0,319016,2016-02-15 14:55:00,0,67.26107215097295,0.04881815083921668
66.8,0.0463,293.0,319016,2016-02-15 15:00:00,0,67.19191132832701,0.04844042821333418
65.7,0.0515,312.0,319016,2016-02-15 15:05:00,0,66.96812462907796,0.04889936398133404
65.8,0.0519,320.0,319016,2016-02-15 15:10:00,0,66.79290593471627,0.04934945938413394
65.0,0.0541,325.0,319016,2016-02-15 15:15:00,0,66.52397004450883,0.050062040476513844
65.8,0.0495,309.0,319016,2016-02-15 15:20:00,0,66.4153745378325,0.04997773440503677
65.1,0.06,366.0,319016,2016-02-15 15:25:00,0,66.21806835715762,0.05148107424428126
65.6,0.0517,323.0,319016,2016-02-15 15:30:00,0,66.12535810358398,0.051513913107639066
66.8,0.0496,320.0,319016,2016-02-15 15:35:00,0,66.22655438804638,0.05122682614149321
66.4,0.0537,333.0,319016,2016-02-15 15:40:00,0,66.25257122983942,0.051597802220269225
66.4,0.0562,352.0,319016,2016-02-15 15:45:00,0,66.2746855453635,0.05228813188722884
66.8,0.0514,329.0,319016,2016-02-15 15:50:00,0,66.35348271355898,0.05215491210414452
