speed,occ,flow,station_id,timestamp,is_incident,speed_smoothed,occ_smoothed
61.4,0.0474,267.0,318152,2016-12-02 10:40:00,0,61.4,0.0474
60.1,0.0527,288.0,318152,2016-12-02 10:45:00,0,61.205,0.048195
60.0,0.0506,285.0,318152,2016-12-02 10:50:00,0,61.024249999999995,0.04855575
59.5,0.0542,306.0,318152,2016-12-02 10:55:00,0,60.79561249999999,0.0494023875
61.1,0.0529,310.0,318152,2016-12-02 11:00:00,0,60.84127062499999,0.049927029374999994
60.1,0.0552,308.0,318152,2016-12-02 11:05:00,0,60.73008003124999,0.050717974968749996
60.6,0.0551,319.0,318152,2016-12-02 11:10:00,0,60.710568026562484,0.051375278723437494
60.6,0.053,288.0,318152,2016-12-02 11:15:00,0,60.69398282257811,0.051618986914921866
60.0,0.0591,333.0,318152,2016-12-02 11:20:00,0,60.58988539919139,0.052741138877683585
61.1,0.0572,327.0,318152,2016-12-02 11:25:00,0,60.666402589312675,0.05340996804603104
59.4,0.0545,285.0,318152,2016-12-02 11:30:00,0,60.47644220091577,0.05357347283912638
60.4,0.0588,332.0,318152,2016-12-02 11:35:00,0,60.4649758707784,0.05435745191325743
59.7,0.0571,317.0,318152,2016-12-02 11:40:00,0,60.35022949016164,0.05476883412626882
60.7,0.0562,332.0,318152,2016-12-02 11:45:00,0,60.40269506663739,0.05498350900732849
61.5,0.052000000000000005,302.0,318152,2016-12-02 11:50:00,0,60.567290806641786,0.05453598265622922
62.2,0.0561,318.0,318152,2016-12-02 11:55:00,0,60.812197185645516,0.05477058525779484
60.9,0.0597,337.0,318152,2016-12-02 12:00:00,0,60.82536760779868,0.05550999746912561
58.8,0.0579,316.0,318152,2016-12-02 12:05:00,0,60.52156246662888,0.05586849784875677
60.3,0.053,306.0,318152,2016-12-02 12:10:00,0,60.48832809663455,0.05543822317144325
62.3,0.0562,334.0,318152,2016-12-02 12:15:00,0,60.76007888213936,0.055552489695726764
60.5,0.0592,326.0,318152,2016-12-02 12:20:00,0,60.72106704981846,0.05609961624136775
61.9,0.0557,330.0,318152,2016-12-02 12:25:00,0,60.89790699234568,0.05603967380516259
61.5,0.0611,346.0,318152,2016-12-02 12:30:00,0,60.98822094349383,0.0567987227343882
59.6,0.0609,330.0,318152,2016-12-02 12:35:00,0,60.77998780196975,0.05741391432422997
60.5,0.0603,344.0,318152,2016-12-02 12:40:00,0,60.73798963167428,0.05784682717559547
58.3,0.0619,326.0,318152,2016-12-02 12:45:00,0,60.372291186923135,0.05845480309925615
57.0,0.0693,351.0,318152,2016-12-02 12:50:00,0,59.86644750888466,0.060081582634367726
57.7,0.0616,346.0,318152,2016-12-02 12:55:00,0,59.54148038255196,0.06030934523921257
59.2,0.054000000000000006,306.0,318152,2016-12-02 13:00:00,0,59.490258325169165,0.05936294345333069
60.4,0.0608,348.0,318152,2016-12-02 13:05:00,0,59.62671957639378,0.05957850193533108
60.5,0.0619,358.0,318152,2016-12-02 13:10:00,0,59.75771163993471,0.059926726645031424
60.1,0.0556,318.0,318152,2016-12-02 13:15:00,0,59.809054893944506,0.05927771764827671
59.5,0.0599,331.0,318152,2016-12-02 13:20:00,0,59.76269665985283,0.0593710600010352
60.4,0.0549,309.0,318152,2016-12-02 13:25:00,0,59.858292160874896,0.05870040100087992
60.0,0.0627,337.0,318152,2016-12-02 13:30:00,0,59.87954833674366,0.05930034085074794
60.4,0.0637,363.0,318152,2016-12-02 13:35:00,0,59.95761608623211,0.059960289723135746
62.0,0.0588,340.0,318152,2016-12-02 13:40:00,0,60.263973673297286,0.05978624626466538
