speed,occ,flow,station_id,timestamp,is_incident,speed_smoothed,occ_smoothed
65.2,0.055999999999999994,289.0,314853,2016-08-12 11:15:00,0,65.2,0.055999999999999994
64.5,0.0569,294.0,314853,2016-08-12 11:20:00,0,65.095,0.056135
63.7,0.0606,270.0,314853,2016-08-12 11:25:00,0,64.88575,0.056804749999999994
63.7,0.0605,294.0,314853,2016-08-12 11:30:00,0,64.7078875,0.057359037499999994
64.1,0.0602,283.0,314853,2016-08-12 11:35:00,0,64.616704375,0.057785181874999994
64.4,0.0595,272.0,314853,2016-08-12 11:40:00,0,64.58419871875,0.05804240459375
64.2,0.0596,309.0,314853,2016-08-12 11:45:00,0,64.5265689109375,0.058276043904687505
63.6,0.0593,288.0,314853,2016-08-12 11:50:00,0,64.38758357429687,0.05842963731898438
63.7,0.0596,267.0,314853,2016-08-12 11:55:00,0,64.28444603815234,0.05860519172113672
63.6,0.0599,302.0,314853,2016-08-12 12:00:00,0,64.18177913242948,0.05879941296296621
64.3,0.0588,286.0,314853,2016-08-12 12:05:00,0,64.19951226256507,0.05879950101852128
64.9,0.0609,336.0,314853,2016-08-12 12:10:00,0,64.30458542318031,0.05911457586574309
64.4,0.0614,324.0,314853,2016-08-12 12:15:00,0,64.31889760970327,0.059457389485881626
64.0,0.0664,315.0,314853,2016-08-12 12:20:00,0,64.27106296824778,0.060498781062999385
64.2,0.0606,308.0,314853,2016-08-12 12:25:00,0,64.26040352301061,0.060513963903549475
63.9,0.0614,321.0,314853,2016-08-12 12:30:00,0,64.20634299455901,0.06064686931801705
64.7,0.0593,309.0,314853,2016-08-12 12:35:00,0,64.28039154537515,0.06044483892031449
64.5,0.0636,322.0,314853,2016-08-12 12:40:00,0,64.31333281356888,0.060918113082267314
63.9,0.0635,312.0,314853,2016-08-12 12:45:00,0,64.25133289153354,0.06130539611992721
63.7,0.0598,296.0,314853,2016-08-12 12:50:00,0,64.16863295780351,0.06107958670193813
63.8,0.0619,315.0,314853,2016-08-12 12:55:00,0,64.11333801413298,0.06120264869664741
63.5,0.0616,312.0,314853,2016-08-12 13:00:00,0,64.02133731201303,0.061262251392150295
64.0,0.0611,301.0,314853,2016-08-12 13:05:00,0,64.01813671521107,0.06123791368332775
65.2,0.057999999999999996,303.0,314853,2016-08-12 13:10:00,0,64.19541620792941,0.06075222663082858
65.5,0.0617,299.0,314853,2016-08-12 13:15:00,0,64.39110377674,0.060894392636204296
65.3,0.0652,322.0,314853,2016-08-12 13:20:00,0,64.527438210229,0.06154023374077365
63.8,0.0663,314.0,314853,2016-08-12 13:25:00,0,64.41832247869463,0.062254198679657605
64.1,0.0614,320.0,314853,2016-08-12 13:30:00,0,64.37057410689043,0.06212606887770897
63.9,0.0634,310.0,314853,2016-08-12 13:35:00,0,64.29998799085686,0.06231715854605262
65.6,0.0629,337.0,314853,2016-08-12 13:40:00,0,64.49498979222834,0.062404584764144726
63.8,0.0676,364.0,314853,2016-08-12 13:45:00,0,64.39074132339408,0.06318389704952301
63.2,0.0673,351.0,314853,2016-08-12 13:50:00,0,64.21213012488496,0.06380131249209456
63.0,0.0645,350.0,314853,2016-08-12 13:55:00,0,64.03031060615221,0.06390611561828037
63.2,0.0681,359.0,314853,2016-08-12 14:00:00,0,63.90576401522938,0.06453519827553832
63.7,0.0612,329.0,314853,2016-08-12 14:05:00,0,63.87489941294497,0.06403491853420756
64.3,0.0643,370.0,314853,2016-08-12 14:10:00,0,63.93866450100322,0.06407468075407642
64.6,0.0655,368.0,314853,2016-08-12 14:15:00,0,64.03786482585274,0.06428847864096496
64.6,0.0694,369.0,314853,2016-08-12 14:20:00,0,64.12218510197482,0.06505520684482022
63.8,0.0688,377.0,314853,2016-08-12 14:25:00,0,64.0738573366786,0.06561692581809718
63.4,0.0671,373.0,314853,2016-08-12 14:30:00,0,63.97277873617681,0.0658393869453826
63.3,0.0656,372.0,314853,2016-08-12 14:35:00,0,63.87186192575028,0.06580347890357521
62.2,0.0722,386.0,314853,2016-08-12 14:40:00,0,63.621082636887735,0.06676295706803892
62.4,0.0736,427.0,314853,2016-08-12 14:45:00,0,63.437920241354576,0.06778851350783308
62.9,0.0709,400.0,314853,2016-08-12 14:50:00,0,63.35723220515139,0.06825523648165811
62.3,0.073,408.0,314853,2016-08-12 14:55:00,0,63.19864737437868,0.06896695100940939
62.6,0.0699,380.0,314853,2016-08-12 15:00:00,0,63.10885026822188,0.06910690835799797
63.1,0.0669,374.0,314853,2016-08-12 15:05:00,0,63.107522727988595,0.06877587210429828
63.4,0.0723,425.0,314853,2016-08-12 15:10:00,0,63.1513943187903,0.06930449128865354
63.1,0.0713,375.0,314853,2016-08-12 15:15:00,0,63.14368517097175,0.06960381759535551
62.2,0.0736,415.0,314853,2016-08-12 15:20:00,0,63.00213239532599,0.07020324495605218
62.8,0.0642,404.0,314853,2016-08-12 15:25:00,0,62.97181253602709,0.06930275821264435
63.0,0.0693,411.0,314853,2016-08-12 15:30:00,0,62.976040655623024,0.0693023444807477
62.8,0.0727,422.0,314853,2016-08-12 15:35:00,0,62.94963455727957,0.06981199280863554
62.2,0.0767,472.0,314853,2016-08-12 15:40:00,0,62.837189373687636,0.0708451938873402
62.4,0.0796,478.0,314853,2016-08-12 15:45:00,0,62.77161096763449,0.07215841480423918
60.8,0.0862,463.0,314853,2016-08-12 15:50:00,0,62.47586932248931,0.0742646525836033
60.0,0.0858,438.0,314853,2016-08-12 15:55:00,0,62.10448892411591,0.0759949546960628
59.7,0.0798,434.0,314853,2016-08-12 16:00:00,0,61.743815585498524,0.07656571149165337
