station_id,mean_speed,median_speed,mean_occ,median_occ,n_rows
311903,61.47404822173672,64.04284975015462,0.0519955203840078,0.051525395028115206,8640
312098,63.8036659913897,66.48450645668453,0.05200827527337573,0.043394268198759495,2880
312103,55.65148592862124,60.51402440227167,0.10193507695799184,0.0952850950543134,2880
312382,65.72494426024817,67.72875376705137,0.048374387355071796,0.04797393157678345,2880
312513,61.74285547457416,65.68518104332057,0.08870871714999819,0.0834091368786645,2880
312514,61.69024850536512,63.92939565324576,0.08506028795443449,0.0880198538230488,2880
312525,62.38661366868454,64.88803683121174,0.08398171441172103,0.08610549855646575,2880
312530,61.36473749692073,64.43448271835518,0.0939443696227371,0.092092225543559,2880
312562,59.75808565083238,63.160430650206024,0.11283338513897305,0.10140572009936649,2880
312564,62.28343402430396,64.30100149161962,0.0677143939319421,0.06678431129351925,2880
312566,61.18250515945569,63.52982886613913,0.0627983904144384,0.0598289405249226,2880
312648,64.12572000542755,65.48787879548517,0.06611725693871578,0.0696497771914424,2880
312745,53.11456245854367,63.38407906341055,0.1220333232209499,0.07832838712941159,5760
312757,55.14103368942363,62.75513809055191,0.11430484713168954,0.08707730564635,2880
312854,59.51037312650439,60.43074491680416,0.07436530497760627,0.0770253605481582,2880
312856,62.33030871844532,63.22487601648772,0.07903006605531344,0.08778741423361665,5760
312865,61.36112174517204,64.55926658820681,0.06977226416053195,0.0748752630058617,2880
312898,62.21460565727921,65.99333745128925,0.07214367230638893,0.06682094021742116,2880
312942,62.41123869625281,65.45367058798772,0.08042311330479163,0.07519638818150715,8640
313003,64.51375553519127,67.52879366504163,0.054715774759660905,0.04472859962961925,2880
313010,64.82568035478286,68.17975202222277,0.04596090544476249,0.04128172589620915,5760
313111,62.63185430852977,64.91014066053322,0.0623395536219785,0.05505181628066975,5760
313132,64.47534375902208,66.87716161937693,0.042303529185922756,0.04391141873447435,2880
313178,61.33216821876178,62.77570567896886,0.09315293323847282,0.09482505443240904,2880
313197,59.83322094763138,66.51191048512052,0.08983533031185138,0.0681622388822875,2880
313368,68.68300323109123,69.61108178451929,0.0403310507630194,0.04242725953171205,5760
313376,68.70502934444639,69.0628293790384,0.04812257413829239,0.051560483958674894,8640
313468,67.32081780993478,67.08694085791964,0.056211310011743544,0.0629637747818998,2880
313487,63.685066322786696,64.54681996858554,0.04434359514153738,0.0466492080888258,2880
313493,62.301987341480405,62.558479150499394,0.07298720562088123,0.08271689671790244,5760
313512,63.126697550620996,63.91104171711959,0.06398880793235075,0.07321177897850015,2880
313728,65.42527845942128,67.98801639714682,0.06015138894014976,0.05529725630863115,2880
313840,62.40139353196999,64.67712492850058,0.07160914076498696,0.0682281825277538,5760
313867,65.00046242410332,66.87969367005195,0.046640182389467724,0.04278000741552315,2880
313931,61.77461100943999,65.76611574622815,0.08752955044768927,0.07467592607996715,5760
313956,62.26371090003149,65.24838618115788,0.04632079282797466,0.042864821235882,2880
314036,65.83354772489626,67.56427179278538,0.041381187383186316,0.0404465097064637,5760
314059,67.1805485014993,68.1061828511886,0.03986039848220553,0.040342002939181845,2880
314254,59.47237461650481,60.67146871968626,0.048891184377422695,0.0495439884658005,2880
314270,66.21776474949515,68.86302424644285,0.06632009095130674,0.06129641005632695,2880
314446,62.55979653793972,63.987935787280975,0.06051292037102889,0.06118531319350375,2880
314491,65.15336336359685,65.46939408064769,0.0756288540482954,0.06520060138278935,8640
314548,67.35158064319643,68.46005351809714,0.040104953588344455,0.0466100231804307,2880
314598,64.56718655577104,66.29910386927178,0.0606528225201864,0.06438952710355395,5760
314668,65.40337389697835,66.93153917618497,0.05028412325720114,0.04967824265428415,2880
314792,64.05108688400698,64.81365654881893,0.05864805199735341,0.06331109828865995,2880
314835,69.13630900330122,69.88436714168746,0.04224556587627936,0.04313461319091165,2880
314909,64.29466019803179,65.8306200037577,0.04713828643504115,0.04691673754109465,2880
314936,62.41788721956671,64.26417835298491,0.06423336728614773,0.0614255694690626,5760
314968,66.3618943125613,66.96139309230033,0.0459350632622015,0.04574255271095065,5760
314982,61.11150567521169,63.647269477095904,0.07427230951567633,0.06772341449458616,2880
314994,63.968900384455246,68.41005163246643,0.058518192266127374,0.04751900691212455,2880
315017,62.07251747179625,63.137052953988345,0.06238963881770926,0.0585830516223682,2880
315042,62.29520474605837,65.61177140139364,0.060314848128429785,0.053659705869927604,5760
315054,63.50290640249905,64.34309720604372,0.07525508741400448,0.07627540313472875,5760
315804,67.22464497493671,67.99860441688026,0.04198585002300367,0.04361937464471105,2880
316018,63.9687793951933,66.0,0.04556736895829331,0.0438336570812966,2880
316063,67.07603556180544,67.44263609745987,0.05416256868648089,0.057582392962906445,2880
