station_id,mean_speed,median_speed,mean_occ,median_occ,n_rows
316140,64.22644187480942,66.69576229037807,0.04603537277757027,0.044095539270770104,2880
316264,66.50405420562184,66.61810039745947,0.0253882315888563,0.01828230584773905,2880
316271,65.4449382788983,66.71569323523674,0.04102158470639699,0.0437763304387109,2880
316279,68.27631567805457,69.33559918806594,0.031106680805639535,0.0340436496647447,2880
316438,62.92248162968508,64.70593764300729,0.06759913411311548,0.0674504898946451,11520
316451,62.51347816468084,64.14276342648245,0.06375865631609791,0.061199825828952045,2880
316690,63.20075557722918,64.03740943406542,0.04746125149975873,0.049744701391517696,2880
316760,62.79131548005498,63.282119298019715,0.0655800870624901,0.06768128945220885,2880
317018,60.470725510972784,62.079271083517774,0.063506933745169,0.06280733688056114,2880
317225,62.93451053760081,63.26942280897772,0.05527912071007271,0.05787222472528515,2880
317241,59.68800892068703,61.58020459539943,0.09266676645097309,0.085703978136601,2880
317284,63.11777262598234,66.95753462211039,0.06459229386671203,0.04973063012931285,2880
317295,63.209191996345254,63.77886662530824,0.055402410185121743,0.0559459482464431,2880
317495,60.116007061441884,61.509597208859674,0.058849660687419605,0.0558604076296023,2880
317564,62.265078379359686,62.66741199211997,0.06045303405863478,0.0632996164276718,2880
317652,55.61817717377949,58.28654648959814,0.0880319128396585,0.09096104917052245,2880
317656,63.587318282152886,63.59861225334042,0.06398954272504584,0.0702063005600957,2880
317896,61.65301840273269,63.0044750002337,0.07182201367001352,0.0743004300808233,14400
317903,61.11819866975994,64.1749180837489,0.08351432963617952,0.08211809392052374,5760
318029,59.827261723149725,62.903688287596495,0.08820142985224663,0.0900463232737226,5760
318036,59.56431152036631,61.50275005350883,0.07632107224049871,0.0744289594542956,2880
318053,57.82175001227595,61.317269693734985,0.08364899591941627,0.0762017256928214,2880
318113,55.36551407023209,63.58550026852232,0.09361301144259365,0.0610241207052902,2880
318152,65.24131733614762,65.38638143904905,0.03579561291837052,0.0391230237659604,8640
318218,64.32919305796244,67.49302231360556,0.0732942031437029,0.06862800264755735,2880
318354,70.34562301119074,72.17035763577621,0.029270099029954012,0.028190729885106902,2880
318484,60.83118101864797,61.879725282761484,0.0701861374377098,0.064023138928397,2880
318566,57.600626532078905,61.222812255081536,0.1096967274462484,0.09978660539007655,8640
318599,66.45253493093642,67.73878728074556,0.038245563559655034,0.0342993894886021,2880
318612,62.865715847923155,63.619600459427076,0.0658873536322897,0.066915835365761,5760
318632,64.15379439431591,65.70141608850267,0.0619192259382927,0.06192471911675435,5760
318674,61.15717565432949,64.73128185571983,0.06938366133974859,0.0543845998429926,2880
318680,62.839649978198544,64.30070423423331,0.04698595683634729,0.04679636783263735,5760
318688,66.7232549583678,66.71984856405348,0.01461502259004375,0.0131163721641538,2880
318801,63.06960977504726,63.57553109228391,0.05243754751842404,0.05105402538419635,5760
318927,64.0975726232197,64.47329863351806,0.06766900865947698,0.07182965659588285,2880
318942,65.83319763483784,66.66915299369415,0.047424427020074766,0.0508067001506255,5760
319100,65.15182990822325,65.76245803336931,0.05666967922642296,0.05714900427093915,2880
319142,64.78697865785733,66.05244593372484,0.04543812976877705,0.047288697236723604,5760
319212,62.271052102495865,65.25695375320234,0.06869617440762082,0.0667306798095483,2880
319457,66.55461208135104,68.03723113026818,0.04132488538039191,0.04259475531154635,2880
